ID,BANDO,PROV,DATA.CRE,FORMA.GIU,ART.B.CU,FILANTRO,INN.CULT,POL.SOC,RIC.ISTR,APP.SOFT,ARCH.BIB,ARCHITET,ARTI.VIS,ARTIGIAN,AUDIOVIS,COMMUNIT,CONCORSO,DESIGN,DID.FORM,EDITORIA,ENOGASTR,EVENTI,FESTIVAL,INT.SOC,PATRIMON,SOC.NET,SPAZI,SPETTAC,SPORT,TURISMO,WEB,ALTRO,AREA.TER,RIL.TER,TARGET,T.GIOVAN,T.ADULTI,T.ANZIAN,T.SETT,T.DONNE,T.MIGRAN,T.DV.AB,T.ALTRO,FIN.PREC,FIN.PR.E,E.RICAVI,E.C.AMM,E.C.PRIV,E.COFIN,E.SPAOLO,E.ALTRO,U.HR,U.SERVIZ,U.BENI,U.ALTRO,E.U.TOT
47,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,21.8,78.2,0,65.6,32.5,1.8,0,€ 50.000-59.999
48,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,No, ,25,0,0,0,75,0,50,45,5,0,€ 20.000-29.999
49,Ora! 2016,Alessandria,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,0,82,0,18,Fino a € 20.000
50,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,8,26.7,10.7,0,53.3,1.3,64,32.8,3.2,0,€ 30.000-39.999
51,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,3.9,0,0,16.1,80,0,69.6,21.4,8.9,0,€ 50.000-59.999
52,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,11.8,8.7,79.5,0,76.8,17.3,0,5.9,€ 20.000-29.999
53,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,14.7,0,6.9,0,78.4,0,45.1,52.9,2,0,€ 50.000-59.999
54,Ora! 2016,Torino,2000-2004,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,33.3,0,0,66.7,0,68,22,10,0,€ 30.000-39.999
55,Ora! 2016,Cuneo,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,6.2,25.5,2.9,65.3,0,31.6,68.4,0,0,€ 50.000-59.999
56,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,2,0,43,10,45,0,32.2,61.8,0,6,€ 70.000 e oltre
57,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,0,100,0,0,100,0,0,€ 20.000-29.999
58,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,11.1,22.2,5.6,11.1,50,0,20,40,40,0,€ 70.000 e oltre
59,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20.3,79.7,0,44.9,31.7,9.2,14.2,€ 50.000-59.999
60,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,20.8,0,79.2,0,35.7,45.3,10.9,8.1,€ 50.000-59.999
61,Ora! 2016,Torino,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,1.8,14.8,3.7,79.7,0,53.1,36.1,10.8,0,€ 50.000-59.999
62,Ora! 2016,Altra provincia ligure,2000-2004,Ente locale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,Sì,€ 70.000 e oltre,7.4,0,5.6,13,74.1,0,47.8,25.9,13.3,13,€ 50.000-59.999
63,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,2.4,36.6,6.1,54.9,0,37.8,53.7,3.7,4.9,€ 70.000 e oltre
64,Ora! 2016,Torino,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,36.4,61.8,1.8,0,€ 50.000-59.999
65,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,12.5,15.6,15.6,0,56.2,0,68.8,8.1,6.2,16.9,€ 70.000 e oltre
66,Ora! 2016,Altra provincia piemontese,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,10.9,5.4,7.4,76.3,0,80.4,0,19.6,0,€ 30.000-39.999
67,Ora! 2016,Altra provincia italiana,2015 e oltre,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,2.6,10.5,5.3,2.6,78.9,0,36.8,59.2,3.9,0,€ 30.000-39.999
68,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,11.9,0,0,0,80,8.1,88.1,1.7,3.4,6.8,€ 20.000-29.999
69,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,35.3,26.7,28.7,9.3,Fino a € 20.000
70,Ora! 2016,Cuneo,2010-2014,Ente locale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,Sì,€ 30.000-39.999,0,9.2,9.2,0,78,3.7,86.1,7.3,6.6,0,€ 50.000-59.999
71,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,20,0,0,80,0,73.4,24.8,1.8,0,€ 50.000-59.999
72,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,9.1,2.3,13.6,17,51.1,6.8,62.5,13.6,20.5,3.4,€ 70.000 e oltre
73,Ora! 2016,Torino,2005-2009,Ente locale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,Sì,€ 40.000-49.999,0,0,0,0,69.2,30.8,12.3,69.2,18.5,0,€ 60.000-69.999
74,Ora! 2016,Altra provincia italiana,2015 e oltre,Impresa sociale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,15.4,0,0,15.4,69.2,0,70.8,15.4,13.8,0,€ 60.000-69.999
75,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,15.5,6.9,77.6,0,41.2,56.7,2.1,0,€ 50.000-59.999
76,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,3.8,26.9,14.3,5.5,49.5,0,52.2,20.3,27.5,0,€ 70.000 e oltre
77,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,2.8,0,16.7,0,80.6,0,27.8,27.8,41.7,2.8,€ 30.000-39.999
78,Ora! 2016,Torino,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,34.3,11,6.1,48.6,0,72.4,16,11.6,0,€ 70.000 e oltre
79,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,20,0,0,0,80,0,68.3,13.7,18,0,€ 50.000-59.999
80,Ora! 2016,Genova,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,15.1,0,3.9,10.2,70.8,0,59.7,9,12.3,19,€ 60.000-69.999
81,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Internazionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,8.3,8.3,83.5,0,42.1,57.9,0,0,€ 60.000-69.999
82,Ora! 2016,Altra provincia ligure,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20.4,79.6,0,0,100,0,0,€ 50.000-59.999
83,Ora! 2016,Torino,2015 e oltre,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,8.2,0,20,21.2,50.6,0,42.4,57.6,0,0,€ 70.000 e oltre
84,Ora! 2016,Torino,2000-2004,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,No, ,0,0,0,20.1,79.9,0,7.1,65.4,17.7,9.8,€ 50.000-59.999
85,Ora! 2016,Cuneo,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,13,0,9,0,78,0,47.6,39.3,13.1,0,€ 50.000-59.999
86,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,20,10.8,69.2,0,47.7,46.6,5.7,0,€ 60.000-69.999
87,Ora! 2016,Altra provincia italiana,2010-2014,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,13.4,0,13.1,0,73.4,0,63.9,26.2,4.9,4.9,€ 60.000-69.999
88,Ora! 2016,Genova,2005-2009,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20.4,79.6,0,36.3,50.4,12.4,.9,€ 50.000-59.999
